Network Size	 Learning Rate	 Batch Size	 Lambda	 Momentum	 Epochs	 Time	 Accuracy
[784, 50, 10]	0.1	1000	10.0	0.9	10	0	0.08
[784, 50, 10]	0.1	1000	10.0	0.9	30	0	0.08
[784, 50, 10]	0.1	1000	100.0	0.0	10	0	0.17
[784, 50, 10]	0.1	1000	100.0	0.0	30	0	0.51
[784, 50, 10]	0.1	1000	100.0	0.1	10	0	0.08
[784, 50, 10]	0.1	1000	100.0	0.1	30	0	0.08
[784, 50, 10]	0.1	1000	100.0	0.5	10	0	0.08
[784, 50, 10]	0.1	1000	100.0	0.5	30	0	0.08
[784, 50, 10]	0.1	1000	100.0	0.9	10	0	0.08
[784, 50, 10]	0.1	1000	100.0	0.9	30	0	0.08
[784, 50, 10]	0.5	10	0.0	0.0	10	0	0.7
[784, 50, 10]	0.5	10	0.0	0.0	30	0	0.71
[784, 50, 10]	0.5	10	0.0	0.1	10	0	0.08
[784, 50, 10]	0.5	10	0.0	0.1	30	0	0.08
[784, 50, 10]	0.5	10	0.0	0.5	10	0	0.08
[784, 50, 10]	0.5	10	0.0	0.5	30	0	0.08
[784, 50, 10]	0.5	10	0.0	0.9	10	0	0.08
[784, 50, 10]	0.5	10	0.0	0.9	30	0	0.08
[784, 50, 10]	0.5	10	0.01	0.0	10	0	0.66
[784, 50, 10]	0.5	10	0.01	0.0	30	0	0.72
[784, 50, 10]	0.5	10	0.01	0.1	10	0	0.08
[784, 50, 10]	0.5	10	0.01	0.1	30	0	0.08
[784, 50, 10]	0.5	10	0.01	0.5	10	0	0.08
[784, 50, 10]	0.5	10	0.01	0.5	30	0	0.08
[784, 50, 10]	0.5	10	0.01	0.9	10	0	0.08
[784, 50, 10]	0.5	10	0.01	0.9	30	0	0.08
[784, 50, 10]	0.5	10	0.1	0.0	10	0	0.6
[784, 50, 10]	0.5	10	0.1	0.0	30	0	0.7
[784, 50, 10]	0.5	10	0.1	0.1	10	0	0.08
[784, 50, 10]	0.5	10	0.1	0.1	30	0	0.08
[784, 50, 10]	0.5	10	0.1	0.5	10	0	0.08
[784, 50, 10]	0.5	10	0.1	0.5	30	0	0.08
[784, 50, 10]	0.5	10	0.1	0.9	10	0	0.08
[784, 50, 10]	0.5	10	0.1	0.9	30	0	0.08
[784, 50, 10]	0.5	10	1.0	0.0	10	0	0.53
[784, 50, 10]	0.5	10	1.0	0.0	30	0	0.51
[784, 50, 10]	0.5	10	1.0	0.1	10	0	0.08
[784, 50, 10]	0.5	10	1.0	0.1	30	0	0.08
[784, 50, 10]	0.5	10	1.0	0.5	10	0	0.08
[784, 50, 10]	0.5	10	1.0	0.5	30	0	0.08
[784, 50, 10]	0.5	10	1.0	0.9	10	0	0.08
[784, 50, 10]	0.5	10	1.0	0.9	30	0	0.08
[784, 50, 10]	0.5	10	10.0	0.0	10	0	0.15
[784, 50, 10]	0.5	10	10.0	0.0	30	0	0.15
[784, 50, 10]	0.5	10	10.0	0.1	10	0	0.08
[784, 50, 10]	0.5	10	10.0	0.1	30	0	0.08
[784, 50, 10]	0.5	10	10.0	0.5	10	0	0.08
[784, 50, 10]	0.5	10	10.0	0.5	30	0	0.08
[784, 50, 10]	0.5	10	10.0	0.9	10	0	0.08
[784, 50, 10]	0.5	10	10.0	0.9	30	0	0.08
[784, 50, 10]	0.5	10	100.0	0.0	10	0	0.15
[784, 50, 10]	0.5	10	100.0	0.0	30	0	0.15
[784, 50, 10]	0.5	10	100.0	0.1	10	0	0.08
[784, 50, 10]	0.5	10	100.0	0.1	30	0	0.08
[784, 50, 10]	0.5	10	100.0	0.5	10	0	0.08
[784, 50, 10]	0.5	10	100.0	0.5	30	0	0.08
[784, 50, 10]	0.5	10	100.0	0.9	10	0	0.08
[784, 50, 10]	0.5	10	100.0	0.9	30	0	0.08
[784, 50, 10]	0.5	100	0.0	0.0	10	0	0.64
[784, 50, 10]	0.5	100	0.0	0.0	30	0	0.67
[784, 50, 10]	0.5	100	0.0	0.1	10	0	0.08
[784, 50, 10]	0.5	100	0.0	0.1	30	0	0.08
[784, 50, 10]	0.5	100	0.0	0.5	10	0	0.08
[784, 50, 10]	0.5	100	0.0	0.5	30	0	0.08
[784, 50, 10]	0.5	100	0.0	0.9	10	0	0.08
[784, 50, 10]	0.5	100	0.0	0.9	30	0	0.08
[784, 50, 10]	0.5	100	0.01	0.0	10	0	0.57
[784, 50, 10]	0.5	100	0.01	0.0	30	0	0.73
[784, 50, 10]	0.5	100	0.01	0.1	10	0	0.08
[784, 50, 10]	0.5	100	0.01	0.1	30	0	0.08
[784, 50, 10]	0.5	100	0.01	0.5	10	0	0.08
[784, 50, 10]	0.5	100	0.01	0.5	30	0	0.08
[784, 50, 10]	0.5	100	0.01	0.9	10	0	0.08
[784, 50, 10]	0.5	100	0.01	0.9	30	0	0.08
[784, 50, 10]	0.5	100	0.1	0.0	10	0	0.61
[784, 50, 10]	0.5	100	0.1	0.0	30	0	0.72
[784, 50, 10]	0.5	100	0.1	0.1	10	0	0.08
[784, 50, 10]	0.5	100	0.1	0.1	30	0	0.08
[784, 50, 10]	0.5	100	0.1	0.5	10	0	0.08
[784, 50, 10]	0.5	100	0.1	0.5	30	0	0.08
[784, 50, 10]	0.5	100	0.1	0.9	10	0	0.08
[784, 50, 10]	0.5	100	0.1	0.9	30	0	0.08
[784, 50, 10]	0.5	100	1.0	0.0	10	0	0.62
[784, 50, 10]	0.5	100	1.0	0.0	30	0	0.72
[784, 50, 10]	0.5	100	1.0	0.1	10	0	0.08
[784, 50, 10]	0.5	100	1.0	0.1	30	0	0.08
[784, 50, 10]	0.5	100	1.0	0.5	10	0	0.08
[784, 50, 10]	0.5	100	1.0	0.5	30	0	0.08
[784, 50, 10]	0.5	100	1.0	0.9	10	0	0.08
[784, 50, 10]	0.5	100	1.0	0.9	30	0	0.08
[784, 50, 10]	0.5	100	10.0	0.0	10	0	0.55
[784, 50, 10]	0.5	100	10.0	0.0	30	0	0.54
[784, 50, 10]	0.5	100	10.0	0.1	10	0	0.08
[784, 50, 10]	0.5	100	10.0	0.1	30	0	0.08
[784, 50, 10]	0.5	100	10.0	0.5	10	0	0.08
[784, 50, 10]	0.5	100	10.0	0.5	30	0	0.08
[784, 50, 10]	0.5	100	10.0	0.9	10	0	0.08
[784, 50, 10]	0.5	100	10.0	0.9	30	0	0.08
[784, 50, 10]	0.5	100	100.0	0.0	10	0	0.15
[784, 50, 10]	0.5	100	100.0	0.0	30	0	0.15
[784, 50, 10]	0.5	100	100.0	0.1	10	0	0.08
[784, 50, 10]	0.5	100	100.0	0.1	30	0	0.08
[784, 50, 10]	0.5	100	100.0	0.5	10	0	0.08
[784, 50, 10]	0.5	100	100.0	0.5	30	0	0.08
[784, 50, 10]	0.5	100	100.0	0.9	10	0	0.08
[784, 50, 10]	0.5	100	100.0	0.9	30	0	0.08
[784, 50, 10]	0.5	1000	0.0	0.0	10	0	0.65
[784, 50, 10]	0.5	1000	0.0	0.0	30	0	0.71
[784, 50, 10]	0.5	1000	0.0	0.1	10	0	0.08
[784, 50, 10]	0.5	1000	0.0	0.1	30	0	0.08
[784, 50, 10]	0.5	1000	0.0	0.5	10	0	0.08
[784, 50, 10]	0.5	1000	0.0	0.5	30	0	0.08
[784, 50, 10]	0.5	1000	0.0	0.9	10	0	0.08
[784, 50, 10]	0.5	1000	0.0	0.9	30	0	0.08
[784, 50, 10]	0.5	1000	0.01	0.0	10	0	0.57
[784, 50, 10]	0.5	1000	0.01	0.0	30	0	0.71
[784, 50, 10]	0.5	1000	0.01	0.1	10	0	0.08
[784, 50, 10]	0.5	1000	0.01	0.1	30	0	0.08
[784, 50, 10]	0.5	1000	0.01	0.5	10	0	0.08
[784, 50, 10]	0.5	1000	0.01	0.5	30	0	0.08
[784, 50, 10]	0.5	1000	0.01	0.9	10	0	0.08
[784, 50, 10]	0.5	1000	0.01	0.9	30	0	0.08
[784, 50, 10]	0.5	1000	0.1	0.0	10	0	0.62
[784, 50, 10]	0.5	1000	0.1	0.0	30	0	0.71
[784, 50, 10]	0.5	1000	0.1	0.1	10	0	0.08
[784, 50, 10]	0.5	1000	0.1	0.1	30	0	0.08
[784, 50, 10]	0.5	1000	0.1	0.5	10	0	0.08
[784, 50, 10]	0.5	1000	0.1	0.5	30	0	0.08
[784, 50, 10]	0.5	1000	0.1	0.9	10	0	0.08
[784, 50, 10]	0.5	1000	0.1	0.9	30	0	0.08
[784, 50, 10]	0.5	1000	1.0	0.0	10	0	0.55
[784, 50, 10]	0.5	1000	1.0	0.0	30	0	0.68
[784, 50, 10]	0.5	1000	1.0	0.1	10	0	0.08
[784, 50, 10]	0.5	1000	1.0	0.1	30	0	0.08
[784, 50, 10]	0.5	1000	1.0	0.5	10	0	0.08
[784, 50, 10]	0.5	1000	1.0	0.5	30	0	0.08
[784, 50, 10]	0.5	1000	1.0	0.9	10	0	0.08
[784, 50, 10]	0.5	1000	1.0	0.9	30	0	0.08
[784, 50, 10]	0.5	1000	10.0	0.0	10	0	0.62
[784, 50, 10]	0.5	1000	10.0	0.0	30	0	0.7
[784, 50, 10]	0.5	1000	10.0	0.1	10	0	0.08
[784, 50, 10]	0.5	1000	10.0	0.1	30	0	0.08
[784, 50, 10]	0.5	1000	10.0	0.5	10	0	0.08
[784, 50, 10]	0.5	1000	10.0	0.5	30	0	0.08
[784, 50, 10]	0.5	1000	10.0	0.9	10	0	0.08
[784, 50, 10]	0.5	1000	10.0	0.9	30	0	0.08
[784, 50, 10]	0.5	1000	100.0	0.0	10	0	0.52
[784, 50, 10]	0.5	1000	100.0	0.0	30	0	0.51
[784, 50, 10]	0.5	1000	100.0	0.1	10	0	0.08
[784, 50, 10]	0.5	1000	100.0	0.1	30	0	0.08
[784, 50, 10]	0.5	1000	100.0	0.5	10	0	0.08
[784, 50, 10]	0.5	1000	100.0	0.5	30	0	0.08
[784, 50, 10]	0.5	1000	100.0	0.9	10	0	0.08
[784, 50, 10]	0.5	1000	100.0	0.9	30	0	0.08
[784, 50, 10]	1.0	10	0.0	0.0	10	0	0.7
[784, 50, 10]	1.0	10	0.0	0.0	30	0	0.8
[784, 50, 10]	1.0	10	0.0	0.1	10	0	0.08
[784, 50, 10]	1.0	10	0.0	0.1	30	0	0.08
[784, 50, 10]	1.0	10	0.0	0.5	10	0	0.08
[784, 50, 10]	1.0	10	0.0	0.5	30	0	0.08
[784, 50, 10]	1.0	10	0.0	0.9	10	0	0.08
[784, 50, 10]	1.0	10	0.0	0.9	30	0	0.08
[784, 50, 10]	1.0	10	0.01	0.0	10	0	0.67
[784, 50, 10]	1.0	10	0.01	0.0	30	0	0.79
[784, 50, 10]	1.0	10	0.01	0.1	10	0	0.08
[784, 50, 10]	1.0	10	0.01	0.1	30	0	0.08
[784, 50, 10]	1.0	10	0.01	0.5	10	0	0.08
[784, 50, 10]	1.0	10	0.01	0.5	30	0	0.08
[784, 50, 10]	1.0	10	0.01	0.9	10	0	0.08
[784, 50, 10]	1.0	10	0.01	0.9	30	0	0.08
[784, 50, 10]	1.0	10	0.1	0.0	10	0	0.71
[784, 50, 10]	1.0	10	0.1	0.0	30	0	0.78
[784, 50, 10]	1.0	10	0.1	0.1	10	0	0.08
[784, 50, 10]	1.0	10	0.1	0.1	30	0	0.08
[784, 50, 10]	1.0	10	0.1	0.5	10	0	0.08
[784, 50, 10]	1.0	10	0.1	0.5	30	0	0.08
[784, 50, 10]	1.0	10	0.1	0.9	10	0	0.08
[784, 50, 10]	1.0	10	0.1	0.9	30	0	0.08
[784, 50, 10]	1.0	10	1.0	0.0	10	0	0.56
[784, 50, 10]	1.0	10	1.0	0.0	30	0	0.41
[784, 50, 10]	1.0	10	1.0	0.1	10	0	0.08
[784, 50, 10]	1.0	10	1.0	0.1	30	0	0.08
[784, 50, 10]	1.0	10	1.0	0.5	10	0	0.08
[784, 50, 10]	1.0	10	1.0	0.5	30	0	0.08
[784, 50, 10]	1.0	10	1.0	0.9	10	0	0.08
[784, 50, 10]	1.0	10	1.0	0.9	30	0	0.08
[784, 50, 10]	1.0	10	10.0	0.0	10	0	0.14
[784, 50, 10]	1.0	10	10.0	0.0	30	0	0.15
[784, 50, 10]	1.0	10	10.0	0.1	10	0	0.08
[784, 50, 10]	1.0	10	10.0	0.1	30	0	0.08
[784, 50, 10]	1.0	10	10.0	0.5	10	0	0.08
[784, 50, 10]	1.0	10	10.0	0.5	30	0	0.08
[784, 50, 10]	1.0	10	10.0	0.9	10	0	0.08
[784, 50, 10]	1.0	10	10.0	0.9	30	0	0.08
[784, 50, 10]	1.0	10	100.0	0.0	10	0	0.15
[784, 50, 10]	1.0	10	100.0	0.0	30	0	0.15
[784, 50, 10]	1.0	10	100.0	0.1	10	0	0.08
[784, 50, 10]	1.0	10	100.0	0.1	30	0	0.08
[784, 50, 10]	1.0	10	100.0	0.5	10	0	0.08
[784, 50, 10]	1.0	10	100.0	0.5	30	0	0.08
[784, 50, 10]	1.0	10	100.0	0.9	10	0	0.08
[784, 50, 10]	1.0	10	100.0	0.9	30	0	0.08
[784, 50, 10]	1.0	100	0.0	0.0	10	0	0.67
[784, 50, 10]	1.0	100	0.0	0.0	30	0	0.78
[784, 50, 10]	1.0	100	0.0	0.1	10	0	0.08
[784, 50, 10]	1.0	100	0.0	0.1	30	0	0.08
[784, 50, 10]	1.0	100	0.0	0.5	10	0	0.08
[784, 50, 10]	1.0	100	0.0	0.5	30	0	0.08
[784, 50, 10]	1.0	100	0.0	0.9	10	0	0.08
[784, 50, 10]	1.0	100	0.0	0.9	30	0	0.08
[784, 50, 10]	1.0	100	0.01	0.0	10	0	0.65
[784, 50, 10]	1.0	100	0.01	0.0	30	0	0.78
[784, 50, 10]	1.0	100	0.01	0.1	10	0	0.08
[784, 50, 10]	1.0	100	0.01	0.1	30	0	0.08
[784, 50, 10]	1.0	100	0.01	0.5	10	0	0.08
[784, 50, 10]	1.0	100	0.01	0.5	30	0	0.08
[784, 50, 10]	1.0	100	0.01	0.9	10	0	0.08
[784, 50, 10]	1.0	100	0.01	0.9	30	0	0.08
[784, 50, 10]	1.0	100	0.1	0.0	10	0	0.67
[784, 50, 10]	1.0	100	0.1	0.0	30	0	0.79
[784, 50, 10]	1.0	100	0.1	0.1	10	0	0.08
[784, 50, 10]	1.0	100	0.1	0.1	30	0	0.08
[784, 50, 10]	1.0	100	0.1	0.5	10	0	0.08
[784, 50, 10]	1.0	100	0.1	0.5	30	0	0.08
[784, 50, 10]	1.0	100	0.1	0.9	10	0	0.08
[784, 50, 10]	1.0	100	0.1	0.9	30	0	0.08
[784, 50, 10]	1.0	100	1.0	0.0	10	0	0.67
[784, 50, 10]	1.0	100	1.0	0.0	30	0	0.74
[784, 50, 10]	1.0	100	1.0	0.1	10	0	0.08
[784, 50, 10]	1.0	100	1.0	0.1	30	0	0.08
[784, 50, 10]	1.0	100	1.0	0.5	10	0	0.08
[784, 50, 10]	1.0	100	1.0	0.5	30	0	0.08
[784, 50, 10]	1.0	100	1.0	0.9	10	0	0.08
[784, 50, 10]	1.0	100	1.0	0.9	30	0	0.08
[784, 50, 10]	1.0	100	10.0	0.0	10	0	0.55
[784, 50, 10]	1.0	100	10.0	0.0	30	0	0.46
[784, 50, 10]	1.0	100	10.0	0.1	10	0	0.08
[784, 50, 10]	1.0	100	10.0	0.1	30	0	0.08
[784, 50, 10]	1.0	100	10.0	0.5	10	0	0.08
[784, 50, 10]	1.0	100	10.0	0.5	30	0	0.08
[784, 50, 10]	1.0	100	10.0	0.9	10	0	0.08
[784, 50, 10]	1.0	100	10.0	0.9	30	0	0.08
[784, 50, 10]	1.0	100	100.0	0.0	10	0	0.14
[784, 50, 10]	1.0	100	100.0	0.0	30	0	0.15
[784, 50, 10]	1.0	100	100.0	0.1	10	0	0.08
[784, 50, 10]	1.0	100	100.0	0.1	30	0	0.08
[784, 50, 10]	1.0	100	100.0	0.5	10	0	0.08
[784, 50, 10]	1.0	100	100.0	0.5	30	0	0.08
[784, 50, 10]	1.0	100	100.0	0.9	10	0	0.08
[784, 50, 10]	1.0	100	100.0	0.9	30	0	0.08
[784, 50, 10]	1.0	1000	0.0	0.0	10	0	0.63
[784, 50, 10]	1.0	1000	0.0	0.0	30	0	0.71
[784, 50, 10]	1.0	1000	0.0	0.1	10	0	0.08
[784, 50, 10]	1.0	1000	0.0	0.1	30	0	0.08
[784, 50, 10]	1.0	1000	0.0	0.5	10	0	0.08
[784, 50, 10]	1.0	1000	0.0	0.5	30	0	0.08
[784, 50, 10]	1.0	1000	0.0	0.9	10	0	0.08
[784, 50, 10]	1.0	1000	0.0	0.9	30	0	0.08
[784, 50, 10]	1.0	1000	0.01	0.0	10	0	0.48
[784, 50, 10]	1.0	1000	0.01	0.0	30	0	0.75
[784, 50, 10]	1.0	1000	0.01	0.1	10	0	0.08
[784, 50, 10]	1.0	1000	0.01	0.1	30	0	0.08
[784, 50, 10]	1.0	1000	0.01	0.5	10	0	0.08
[784, 50, 10]	1.0	1000	0.01	0.5	30	0	0.08
[784, 50, 10]	1.0	1000	0.01	0.9	10	0	0.08
[784, 50, 10]	1.0	1000	0.01	0.9	30	0	0.08
[784, 50, 10]	1.0	1000	0.1	0.0	10	0	0.65
[784, 50, 10]	1.0	1000	0.1	0.0	30	0	0.75
[784, 50, 10]	1.0	1000	0.1	0.1	10	0	0.08
[784, 50, 10]	1.0	1000	0.1	0.1	30	0	0.08
[784, 50, 10]	1.0	1000	0.1	0.5	10	0	0.08
[784, 50, 10]	1.0	1000	0.1	0.5	30	0	0.08
[784, 50, 10]	1.0	1000	0.1	0.9	10	0	0.08
[784, 50, 10]	1.0	1000	0.1	0.9	30	0	0.08
[784, 50, 10]	1.0	1000	1.0	0.0	10	0	0.6
[784, 50, 10]	1.0	1000	1.0	0.0	30	0	0.76
[784, 50, 10]	1.0	1000	1.0	0.1	10	0	0.08
[784, 50, 10]	1.0	1000	1.0	0.1	30	0	0.08
[784, 50, 10]	1.0	1000	1.0	0.5	10	0	0.08
[784, 50, 10]	1.0	1000	1.0	0.5	30	0	0.08
[784, 50, 10]	1.0	1000	1.0	0.9	10	0	0.08
[784, 50, 10]	1.0	1000	1.0	0.9	30	0	0.08
[784, 50, 10]	1.0	1000	10.0	0.0	10	0	0.62
[784, 50, 10]	1.0	1000	10.0	0.0	30	0	0.77
[784, 50, 10]	1.0	1000	10.0	0.1	10	0	0.08
[784, 50, 10]	1.0	1000	10.0	0.1	30	0	0.08
[784, 50, 10]	1.0	1000	10.0	0.5	10	0	0.08
[784, 50, 10]	1.0	1000	10.0	0.5	30	0	0.08
[784, 50, 10]	1.0	1000	10.0	0.9	10	0	0.08
[784, 50, 10]	1.0	1000	10.0	0.9	30	0	0.08
[784, 50, 10]	1.0	1000	100.0	0.0	10	0	0.43
[784, 50, 10]	1.0	1000	100.0	0.0	30	0	0.38
[784, 50, 10]	1.0	1000	100.0	0.1	10	0	0.08
[784, 50, 10]	1.0	1000	100.0	0.1	30	0	0.08
[784, 50, 10]	1.0	1000	100.0	0.5	10	0	0.08
[784, 50, 10]	1.0	1000	100.0	0.5	30	0	0.08
[784, 50, 10]	1.0	1000	100.0	0.9	10	0	0.08
[784, 50, 10]	1.0	1000	100.0	0.9	30	0	0.08
[784, 50, 10]	5.0	10	0.0	0.0	10	0	0.85
[784, 50, 10]	5.0	10	0.0	0.0	30	0	0.86
[784, 50, 10]	5.0	10	0.0	0.1	10	0	0.08
[784, 50, 10]	5.0	10	0.0	0.1	30	0	0.08
[784, 50, 10]	5.0	10	0.0	0.5	10	0	0.08
[784, 50, 10]	5.0	10	0.0	0.5	30	0	0.08
[784, 50, 10]	5.0	10	0.0	0.9	10	0	0.08
[784, 50, 10]	5.0	10	0.0	0.9	30	0	0.08
[784, 50, 10]	5.0	10	0.01	0.0	10	0	0.82
[784, 50, 10]	5.0	10	0.01	0.0	30	0	0.9
[784, 50, 10]	5.0	10	0.01	0.1	10	0	0.08
[784, 50, 10]	5.0	10	0.01	0.1	30	0	0.08
[784, 50, 10]	5.0	10	0.01	0.5	10	0	0.08
[784, 50, 10]	5.0	10	0.01	0.5	30	0	0.08
[784, 50, 10]	5.0	10	0.01	0.9	10	0	0.08
[784, 50, 10]	5.0	10	0.01	0.9	30	0	0.08
[784, 50, 10]	5.0	10	0.1	0.0	10	0	0.82
[784, 50, 10]	5.0	10	0.1	0.0	30	0	0.85
[784, 50, 10]	5.0	10	0.1	0.1	10	0	0.08
[784, 50, 10]	5.0	10	0.1	0.1	30	0	0.08
[784, 50, 10]	5.0	10	0.1	0.5	10	0	0.08
[784, 50, 10]	5.0	10	0.1	0.5	30	0	0.08
[784, 50, 10]	5.0	10	0.1	0.9	10	0	0.08
[784, 50, 10]	5.0	10	0.1	0.9	30	0	0.08
[784, 50, 10]	5.0	10	1.0	0.0	10	0	0.42
[784, 50, 10]	5.0	10	1.0	0.0	30	0	0.41
[784, 50, 10]	5.0	10	1.0	0.1	10	0	0.08
[784, 50, 10]	5.0	10	1.0	0.1	30	0	0.08
[784, 50, 10]	5.0	10	1.0	0.5	10	0	0.08
[784, 50, 10]	5.0	10	1.0	0.5	30	0	0.08
[784, 50, 10]	5.0	10	1.0	0.9	10	0	0.08
[784, 50, 10]	5.0	10	1.0	0.9	30	0	0.08
[784, 50, 10]	5.0	10	10.0	0.0	10	0	0.14
[784, 50, 10]	5.0	10	10.0	0.0	30	0	0.14
[784, 50, 10]	5.0	10	10.0	0.1	10	0	0.08
[784, 50, 10]	5.0	10	10.0	0.1	30	0	0.08
[784, 50, 10]	5.0	10	10.0	0.5	10	0	0.08
[784, 50, 10]	5.0	10	10.0	0.5	30	0	0.08
[784, 50, 10]	5.0	10	10.0	0.9	10	0	0.08
[784, 50, 10]	5.0	10	10.0	0.9	30	0	0.08
[784, 50, 10]	5.0	10	100.0	0.0	10	0	0.15
[784, 50, 10]	5.0	10	100.0	0.0	30	0	0.15
[784, 50, 10]	5.0	10	100.0	0.1	10	0	0.08
[784, 50, 10]	5.0	10	100.0	0.1	30	0	0.08
[784, 50, 10]	5.0	10	100.0	0.5	10	0	0.08
[784, 50, 10]	5.0	10	100.0	0.5	30	0	0.08
[784, 50, 10]	5.0	10	100.0	0.9	10	0	0.08
[784, 50, 10]	5.0	10	100.0	0.9	30	0	0.08
[784, 50, 10]	5.0	100	0.0	0.0	10	0	0.82
[784, 50, 10]	5.0	100	0.0	0.0	30	0	0.89
[784, 50, 10]	5.0	100	0.0	0.1	10	0	0.08
[784, 50, 10]	5.0	100	0.0	0.1	30	0	0.08
[784, 50, 10]	5.0	100	0.0	0.5	10	0	0.08
[784, 50, 10]	5.0	100	0.0	0.5	30	0	0.08
[784, 50, 10]	5.0	100	0.0	0.9	10	0	0.08
[784, 50, 10]	5.0	100	0.0	0.9	30	0	0.08
[784, 50, 10]	5.0	100	0.01	0.0	10	0	0.82
[784, 50, 10]	5.0	100	0.01	0.0	30	0	0.88
[784, 50, 10]	5.0	100	0.01	0.1	10	0	0.08
[784, 50, 10]	5.0	100	0.01	0.1	30	0	0.08
[784, 50, 10]	5.0	100	0.01	0.5	10	0	0.08
[784, 50, 10]	5.0	100	0.01	0.5	30	0	0.08
[784, 50, 10]	5.0	100	0.01	0.9	10	0	0.08
[784, 50, 10]	5.0	100	0.01	0.9	30	0	0.08
[784, 50, 10]	5.0	100	0.1	0.0	10	0	0.84
[784, 50, 10]	5.0	100	0.1	0.0	30	0	0.88
[784, 50, 10]	5.0	100	0.1	0.1	10	0	0.08
[784, 50, 10]	5.0	100	0.1	0.1	30	0	0.08
[784, 50, 10]	5.0	100	0.1	0.5	10	0	0.08
[784, 50, 10]	5.0	100	0.1	0.5	30	0	0.08
[784, 50, 10]	5.0	100	0.1	0.9	10	0	0.08
[784, 50, 10]	5.0	100	0.1	0.9	30	0	0.08
[784, 50, 10]	5.0	100	1.0	0.0	10	0	0.84
[784, 50, 10]	5.0	100	1.0	0.0	30	0	0.88
[784, 50, 10]	5.0	100	1.0	0.1	10	0	0.08
[784, 50, 10]	5.0	100	1.0	0.1	30	0	0.08
[784, 50, 10]	5.0	100	1.0	0.5	10	0	0.08
[784, 50, 10]	5.0	100	1.0	0.5	30	0	0.08
[784, 50, 10]	5.0	100	1.0	0.9	10	0	0.08
[784, 50, 10]	5.0	100	1.0	0.9	30	0	0.08
[784, 50, 10]	5.0	100	10.0	0.0	10	0	0.43
[784, 50, 10]	5.0	100	10.0	0.0	30	0	0.41
[784, 50, 10]	5.0	100	10.0	0.1	10	0	0.08
[784, 50, 10]	5.0	100	10.0	0.1	30	0	0.08
[784, 50, 10]	5.0	100	10.0	0.5	10	0	0.08
[784, 50, 10]	5.0	100	10.0	0.5	30	0	0.08
[784, 50, 10]	5.0	100	10.0	0.9	10	0	0.08
[784, 50, 10]	5.0	100	10.0	0.9	30	0	0.08
[784, 50, 10]	5.0	100	100.0	0.0	10	0	0.11
[784, 50, 10]	5.0	100	100.0	0.0	30	0	0.11
[784, 50, 10]	5.0	100	100.0	0.1	10	0	0.08
[784, 50, 10]	5.0	100	100.0	0.1	30	0	0.08
[784, 50, 10]	5.0	100	100.0	0.5	10	0	0.08
[784, 50, 10]	5.0	100	100.0	0.5	30	0	0.08
[784, 50, 10]	5.0	100	100.0	0.9	10	0	0.08
[784, 50, 10]	5.0	100	100.0	0.9	30	0	0.08
[784, 50, 10]	5.0	1000	0.0	0.0	10	0	0.1
[784, 50, 10]	5.0	1000	0.0	0.0	30	0	0.24
[784, 50, 10]	5.0	1000	0.0	0.1	10	0	0.08
[784, 50, 10]	5.0	1000	0.0	0.1	30	0	0.08
[784, 50, 10]	5.0	1000	0.0	0.5	10	0	0.08
[784, 50, 10]	5.0	1000	0.0	0.5	30	0	0.08
[784, 50, 10]	5.0	1000	0.0	0.9	10	0	0.08
[784, 50, 10]	5.0	1000	0.0	0.9	30	0	0.08
[784, 50, 10]	5.0	1000	0.01	0.0	10	0	0.08
[784, 50, 10]	5.0	1000	0.01	0.0	30	0	0.1
[784, 50, 10]	5.0	1000	0.01	0.1	10	0	0.08
[784, 50, 10]	5.0	1000	0.01	0.1	30	0	0.08
[784, 50, 10]	5.0	1000	0.01	0.5	10	0	0.08
[784, 50, 10]	5.0	1000	0.01	0.5	30	0	0.08
[784, 50, 10]	5.0	1000	0.01	0.9	10	0	0.08
[784, 50, 10]	5.0	1000	0.01	0.9	30	0	0.08
[784, 50, 10]	5.0	1000	0.1	0.0	10	0	0.1
[784, 50, 10]	5.0	1000	0.1	0.0	30	0	0.23
[784, 50, 10]	5.0	1000	0.1	0.1	10	0	0.08
[784, 50, 10]	5.0	1000	0.1	0.1	30	0	0.08
[784, 50, 10]	5.0	1000	0.1	0.5	10	0	0.08
[784, 50, 10]	5.0	1000	0.1	0.5	30	0	0.08
[784, 50, 10]	5.0	1000	0.1	0.9	10	0	0.08
[784, 50, 10]	5.0	1000	0.1	0.9	30	0	0.08
[784, 50, 10]	5.0	1000	1.0	0.0	10	0	0.11
[784, 50, 10]	5.0	1000	1.0	0.0	30	0	0.21
[784, 50, 10]	5.0	1000	1.0	0.1	10	0	0.08
[784, 50, 10]	5.0	1000	1.0	0.1	30	0	0.08
[784, 50, 10]	5.0	1000	1.0	0.5	10	0	0.08
[784, 50, 10]	5.0	1000	1.0	0.5	30	0	0.08
[784, 50, 10]	5.0	1000	1.0	0.9	10	0	0.08
[784, 50, 10]	5.0	1000	1.0	0.9	30	0	0.08
[784, 50, 10]	5.0	1000	10.0	0.0	10	0	0.14
[784, 50, 10]	5.0	1000	10.0	0.0	30	0	0.48
[784, 50, 10]	5.0	1000	10.0	0.1	10	0	0.08
[784, 50, 10]	5.0	1000	10.0	0.1	30	0	0.08
[784, 50, 10]	5.0	1000	10.0	0.5	10	0	0.08
